"lemma_it","UPOS","lemma_parm","lemma_parm_2","lemma_parm_3","lemma_parm_4","lemma_parm_5","lemma_parm_6","lemma_parm_7","lemma_parm_8","lemma_parm_9","LiITA_URI","LiITA_URI_2","LiITA_URI_3","LiITA_URI_4","LiITA_URI_5","LiITA_URI_6","LiITA_URI_7"
"anguilla","NOUN","inguìlla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089282",,,,,,
"anguria","NOUN","ingürria","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964160",,,,,,
"anima","NOUN","alma","anma","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964186",,,,,,
"animella","NOUN","latècc’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964204",,,,,,
"animo","NOUN","ànim","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964213",,,,,,
"anitra","NOUN","nàdor","nàdra","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/963881",,,,,,
"annacquare","VERB","dacquär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964239",,,,,,
"annata","NOUN","anäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964265",,,,,,
"annerire","VERB","innigrir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964275",,,,,,
"annerire","VERB","nigrir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964275",,,,,,
"anno","NOUN","an","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964301",,,,,,
"annodare","VERB","grupär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964306",,,,,,
"annoiare","VERB","anojär","nojär","stornìr","_","_","_","_","_","_","http://liita.it/data/id/lemma/964310",,,,,,
"annusare","VERB","nazuplär","znazuplär","nazär","_","_","_","_","_","_","http://liita.it/data/id/lemma/964350",,,,,,
"annuvolarsi","VERB","nuvlärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964358",,,,,,
"ansimare","VERB","lansär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964424",,,,,,
"ansioso","ADJ","ansiôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964429",,,,,,
"anticaglia","NOUN","vc’aja","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964536",,,,,,
"anticamera","NOUN","anticàmra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964538",,,,,,
"antipatico","ADJ","antipatich","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964807",,,,,,
"apatico","ADJ","papafrèdda","lanón","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965096",,,,,,
"ape","NOUN","vrespón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965103",,,,,,
"ape","NOUN","vrèspa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965103",,,,,,
"aperta","ADJ","avèrta","_","_","_","_","_","_","_","_",,,,,,,
"aperta","NOUN","avèrta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965109",,,,,,
"aperto","ADJ","avèrt","vèrt","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22672",,,,,,
"apertura","NOUN","s’ciapäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965111",,,,,,
"apparecchiare","VERB","parciär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965276",,,,,,
"apparecchiata","NOUN","parciäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965278",,,,,,
"apparenza","NOUN","aparensa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965283",,,,,,
"apparigliare","VERB","pariljär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965284",,,,,,
"appassire","VERB","intgnozìr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965303",,,,,,
"appellarsi","VERB","apelärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965314",,,,,,
"appena","ADV","a malapén’na","apén’na","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089388",,,,,,
"appeso","ADJ","apicä","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22706",,,,,,
"appetito","NOUN","aptìtt","ptìtt","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1054006",,,,,,
"appetitoso","ADJ","ptitôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965356",,,,,,
"appiccicoso","ADJ","tacadìss","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965395",,,,,,
"appoggiare","VERB","pogiär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965434",,,,,,
"appoggio","NOUN","apóg’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965439",,,,,,
"apposta","ADV","apòsta","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/46714",,,,,,
"appostarsi","VERB","postäres","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965458",,,,,,
"apprensione","NOUN","aprension","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965471",,,,,,
"appresso","ADV","aprésa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089406",,,,,,
"appunto","ADV","apónt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965558",,,,,,
"aprire","VERB","arvir","virär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965580",,,,,,
"arabescare","VERB","rabescär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965621",,,,,,
"aratro","NOUN","piód","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965676",,,,,,
"arca","NOUN","ärca","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965710",,,,,,
"arci","X","arsi","_","_","_","_","_","_","_","_",,,,,,,
"arcignarsi","VERB","argh’gnäres","_","_","_","_","_","_","_","_",,,,,,,
"arcobaleno","NOUN","arcbaléstor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965841",,,,,,
"arcolaio","NOUN","guìndol","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965845",,,,,,
"argentato","ADJ","inargintä","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22774",,,,,,
"argentiere","NOUN","argintér","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965935",,,,,,
"argento","NOUN","argént","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965944",,,,,,
"argentone","NOUN","pacfond","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089445",,,,,,
"argomento","NOUN","argomént","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089449",,,,,,
"arguto","ADJ","barnèsch","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965973",,,,,,
"aristocratico","NOUN","aristocratich","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966013",,,,,,
"arlecchino","ADJ","arlichén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966033",,,,,,
"armadio","NOUN","armäri","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966042",,,,,,
"armaiolo","NOUN","armarôl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966044",,,,,,
"armi","NOUN","ärmi","_","_","_","_","_","_","_","_",,,,,,,
"armistizio","NOUN","armistìssi","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966083",,,,,,
"armonizzare","VERB","nazäros","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966093",,,,,,
"arnese","NOUN","arnéz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966100",,,,,,
"arpia","NOUN","arpía","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966122",,,,,,
"arrabbiarsi","VERB","incasärs","infumanärs","rabírs","arabírs","_","_","_","_","_","http://liita.it/data/id/lemma/966135",,,,,,
"arrabbiata","ADJ","rabída","_","_","_","_","_","_","_","_",,,,,,,
"arraffare","VERB","rufìr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966139",,,,,,
"arrampicare","VERB","rampär","rampigär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966143",,,,,,
"arricciare","VERB","arisär","risär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966204",,,,,,
"arricciatura","NOUN","arisadùra","risadura","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966206",,,,,,
"arrischiare","VERB","zardär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966219",,,,,,
"arrischiato","ADJ","zardôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22810",,,,,,
"arrivare","VERB","arivär","rivär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966224",,,,,,
"arrivederci","INTJ","arvèddres","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966226",,,,,,
"arrivo","NOUN","arív","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966232",,,,,,
"arrogante","ADJ","rogant","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966241",,,,,,
"arrossire","VERB","rosìr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966257",,,,,,
"arrostire","VERB","rostir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966262",,,,,,
"arrostita","ADJ","rostida","_","_","_","_","_","_","_","_",,,,,,,
"arrosto","NOUN","arost","ròst","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089487",,,,,,
"arrotare","VERB","molär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966267",,,,,,
"arrotino","NOUN","molétta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966271",,,,,,
"arrotondare","VERB","tondär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966278",,,,,,
"arruffarsi","VERB","arufäres","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966298",,,,,,
"arruffato","ADJ","scationä","zbarufént","zbarufä","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22830",,,,,,
"arrugginire","VERB","inruznir","ruznír","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966305",,,,,,
"arso","ADJ","ärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22836",,,,,,
"arte","NOUN","artzéla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966340",,,,,,
"arte","NOUN","ärta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966340",,,,,,
"articolo","NOUN","artìccol","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966378",,,,,,
"artiglio","NOUN","ongión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966396",,,,,,
"ascesso","NOUN","flemón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966461",,,,,,
"asciugamano","NOUN","sugamàn","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966490",,,,,,
"asciugare","VERB","sugär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966492",,,,,,
"ascoltare","VERB","orciär","scoltär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089498",,,,,,
"asino","NOUN","äzon","borìcc","somäri","_","_","_","_","_","_","http://liita.it/data/id/lemma/966577",,,,,,
"asparagi","NOUN","spàrez","_","_","_","_","_","_","_","_",,,,,,,
"aspettare","VERB","guaitär","asptär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966623",,,,,,
"aspro","ADJ","fortùmm","ligh","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089513",,,,,,
"assaggio","NOUN","asag’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966654",,,,,,
"assassinare","VERB","sasinär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966669",,,,,,
"assassino","NOUN","asasén","masacristián","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966673",,,,,,
"assentarsi","VERB","sentärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966714",,,,,,
"assicurare","VERB","asicurär","sicurär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966768",,,,,,
"assiderato","ADJ","gherlí","derní","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22887",,,,,,
"asso","NOUN","às","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966826",,,,,,
"associare","VERB","asosiär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966830",,,,,,
"assoluzione","NOUN","pardonànsa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966868",,,,,,
"assomigliare","VERB","maderzär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966873",,,,,,
"assomigliare","VERB","asimiär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966873",,,,,,
"assonnato","ADJ","dorminpè","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22912",,,,,,
"assopire","VERB","asopír","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966888",,,,,,
"assopito","ADJ","insonión","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22914",,,,,,
"assordare","VERB","insordir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966897",,,,,,
"assuefarsi","VERB","aviäres","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966912",,,,,,
"assurdità","NOUN","casäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966924",,,,,,
"astenersi","VERB","astgníres","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966946",,,,,,
"astio","NOUN","arlía","asti","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966979",,,,,,
"astrologo","NOUN","astròlegh","strölegh","stròlogh","_","_","_","_","_","_","http://liita.it/data/id/lemma/967026",,,,,,
"astuto","ADJ","cocabìgna","volpón","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967041",,,,,,
"attaccabrighe","NOUN","litighén","tarocón","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967162",,,,,,
"attaccapanni","NOUN","tacapagn","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967168",,,,,,
"attaccare","VERB","atacär","tacär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967169",,,,,,
"attaccatura","NOUN","tacadura","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967173",,,,,,
"attacco","NOUN","atach","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967178",,,,,,
"attempata","ADJ","pasadéla","_","_","_","_","_","_","_","_",,,,,,,
"attempato","ADJ","tempadél","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22941",,,,,,
"attempato","ADJ","tempä","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22941",,,,,,
"attendere","VERB","tèndor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967206",,,,,,
"attento","ADJ","occio","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967220",,,,,,
"attenzione","NOUN","aténti","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967226",,,,,,
"attesa","NOUN","atéza","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1054168",,,,,,
"attillato","ADJ","tilä","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22956",,,,,,
"attizzatoio","NOUN","tisadôra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967297",,,,,,
"atto","NOUN","vacäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967300",,,,,,
"atto","NOUN","at","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967300",,,,,,
"attorcigliare","VERB","arvojär","intortiär","tortiär","_","_","_","_","_","_","http://liita.it/data/id/lemma/967309",,,,,,
"attorcigliarsi","VERB","intortiärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967310",,,,,,
"attore","NOUN","atôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967313",,,,,,
"attorno","ADV","atorna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967317",,,,,,
"attrarre","VERB","giagiär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967335",,,,,,
"attraversare","VERB","traversär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967342",,,,,,
"augurare","VERB","avgurär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967433",,,,,,
"augurio","NOUN","avgùrri","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967440",,,,,,
"avanzi","NOUN","ratatùji","_","_","_","_","_","_","_","_",,,,,,,
"avanzo","NOUN","rozgón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967924",,,,,,
"avanzo","NOUN","cìcca","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967924",,,,,,
"avanzo","NOUN","avans","armazúlli","armondadura","_","_","_","_","_","_","http://liita.it/data/id/lemma/967924",,,,,,
"avena","NOUN","biäva","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967941",,,,,,
"avere","VERB","avér","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967949",,,,,,
"avidità","NOUN","brama","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/967976",,,,,,
"avvalorare","VERB","arbator","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968020",,,,,,
"avvedersi","VERB","avèddres","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968029",,,,,,
"avvelenare","VERB","vlinär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968034",,,,,,
"avvenire","NOUN","avgnir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968042",,,,,,
"avvertire","VERB","avertir","vertír","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968092",,,,,,
"avviamento","NOUN","inviäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089642",,,,,,
"avviarsi","VERB","inviärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968100",,,,,,
"avvicinare","VERB","azvinär","vzinär","zvinär","_","_","_","_","_","_","http://liita.it/data/id/lemma/968106",,,,,,
"avvicinarsi","VERB","azvinäres","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968107",,,,,,
"avvilimento","NOUN","avilimént","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968108",,,,,,
"avvilirsi","VERB","avilires","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968110",,,,,,
"avvocato","NOUN","avocät","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968158",,,,,,
"avvolgere","VERB","fagotär","infagotär","invojär","vojär","_","_","_","_","_","http://liita.it/data/id/lemma/968163",,,,,,
"azzeccarla","VERB","imbrocärla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968249",,,,,,
"azzoppare","VERB","insopir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968260",,,,,,
"azzurro","NOUN","azúr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089658",,,,,,
"babbeo","ADJ","bambazón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968294",,,,,,
"babbuino","NOUN","babuén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968304",,,,,,
"bacare","VERB","bghír","imbghir","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/968323",,,,,,
"baccelli","NOUN","tgasô","_","_","_","_","_","_","_","_",,,,,,,
"bacche","NOUN","cagapòi","_","_","_","_","_","_","_","_",,,,,,,
"bacchetta","NOUN","bachètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1089665",,,,,,
